No,ARTICULO,EXISTENCIA,COSTO,PP,%,TOTAL COSTO,TOTAL PP
86,EXFLU ANTIGRIPAL BLISTER X 10 CAJA X 70,84.0,0.5,0.9,0.4444444444444445,42.0,75.60000000000001
87,EX-FLU KIT AMPOLLA SELEC,3.0,10.6,20.0,0.47000000000000003,31.799999999999997,60.0
88,EX-FLU NIÑOS SINUS 120 ML,2.0,12.9,23.0,0.43913043478260866,25.8,46.0
89,FAMOTIDINA 40 MG CAJA X 100 TAB CAPLIN ,5.800000000000001,1.8,5.0,0.64,10.440000000000001,29.000000000000004
90,FERROCITON B CAJA X 10 AMP BEBIBLES,1.0,45.6,75.0,0.39199999999999996,45.6,75.0
91,FLUCONAZOL 150 MGS CAJA X 2 CAPS SELEC,3.0,3.55,6.0,0.4083333333333334,10.649999999999999,18.0
92,FLUCONAZOL 200 MG  X 2 CAP. CAPLIN,3.0,2.4,6.0,0.6,7.199999999999999,18.0
93,FLUCONAZOL 200 MG X 4 CAPS HIPERFARMA,6.0,8.7,15.0,0.42000000000000004,52.199999999999996,90.0
94,FLUCONAZOL 200MG SELECT X2 TAB CAJA,4.0,4.45,8.0,0.44375,17.8,32.0
95,FLUFIN ALERGIAS CAJA X 50 BLIS X 10 GEL BLANDA,105.0,0.69,1.2,0.42500000000000004,72.44999999999999,126.0
96,FLUFIN AM SOBRE 2 GEL CAPS CAPLIN,10.0,1.8,3.5,0.4857142857142857,18.0,35.0
97,FUROSEMIDA 20 MG AMPOLLA 2 ML CAPLIN,4.0,2.24,4.0,0.43999999999999995,8.96,16.0
98,FUROSEMIDA 40 MG CAJA X 100 BLIST X 10 CAPLIN,13.0,0.84,3.0,0.7200000000000001,10.92,39.0
99,FUROSEMIDA 40MG BLISTER X 10 SELEC,2.0,2.24,5.0,0.5519999999999999,4.48,10.0
100,GENTAMICINA 80 MG/2ML AMPOLLA CAPLIN ,8.0,1.2,3.0,0.6,9.6,24.0
101,GLIBENCLAMIDA 5 MG   BLISTER X 20 CAJA X 100 SELEC,4.0,1.92,4.0,0.52,7.68,16.0
102,GLIMEPIRIDA 4 MG BLISTER X 10 CAJA X 100 CAPLIN,9.0,3.36,6.0,0.44,30.24,54.0
103,GOTERO PLASTICO,3.0,1.32,4.0,0.6699999999999999,3.96,12.0
104,GUAYACOLATO CON JBE.TOLU 120ML MENTOL HIPERFARM,2.0,14.4,24.0,0.39999999999999997,28.8,48.0
105,HIDROCORTISONA 0.25 SELEC ,2.0,8.15,16.0,0.490625,16.3,32.0
106,HIDROCORTIZONA 1% CREMA 30 GRS SELEC,2.0,12.0,20.0,0.4,24.0,40.0
107,HIERRO +ACIDO FOLICO X 30 TAB. SELEC,4.0,9.53,17.0,0.4394117647058824,38.12,68.0
108,IBUPROFEN 100MG/5ML SUSP SELEC,5.0,7.5,14.0,0.4642857142857143,37.5,70.0
109,IBUPROFENO+METOCARBA CAJA X 30 BLIST X 10 ,74.0,1.04,1.9,0.4526315789473684,76.96000000000001,140.6
110,IRBERSARTAN 150 MGS CAJA X 30 BLIST X 10 SELEC,7.0,17.24,28.0,0.38428571428571434,120.67999999999999,196.0
111,IRBERSARTAN 300 MG CAJA X 30 BLIST X 10  SELEC,5.0,18.0,33.0,0.45454545454545453,90.0,165.0
112,IRBESARTAN 150/12.5MG HIDROCLO X 30 TABS CAPLIN,5.0,24.0,38.33,0.3738585963996869,120.0,191.64999999999998
113,KETOROLACO 60MG/2ML AMPOLLA VIJOSA,4.0,6.75,13.0,0.4807692307692308,27.0,52.0
114,LAGRIMAS OCULARES GRS 15 ML GOTAS SELEC,0.0,17.55,30.0,0.415,0.0,0.0
115,LANSOPRAZOL 30 MGS CAJA X 100 BLIST X 10 LOTUS,53.0,0.384,0.7,0.4514285714285714,20.352,37.099999999999994
116,LEVOFLOXACINA 500 MG BLIST X 10 SELEC UMEDICA,4.0,12.96,28.0,0.5371428571428571,51.84,112.0
117,"LIDOCAINA 1% 3,5 ML PROMEGAL",10.0,1.08,3.0,0.64,10.8,30.0
118,LIDOCAINA 2% CAPLIN 3ML,18.0,1.08,3.0,0.64,19.44,54.0
119,LOPERAMIDA 2MG CAJA X 100 BLIST X 20 SELECT,7.0,2.99,10.0,0.701,20.93,70.0
120,LOSARTAN 100 MG BLIS X 10 CAJA X 100 BALAXI,6.0,3.0,7.0,0.5714285714285714,18.0,42.0
121,LOSARTAN 50 MG BLIS X 10  CAJA X 100 BALAXI,6.0,1.44,5.0,0.712,8.64,30.0
122,LUBRICANTE VIVE SASHET,1.0,3.2,6.0,0.4666666666666666,3.2,6.0
123,LUBRICANTE VIVE SASHET 5 ML FRESA,2.0,3.2,6.0,0.4666666666666666,6.4,12.0
124,MEBENDAZOL 100MG SUSP 30 ML SELEC,3.0,6.0,10.0,0.4,18.0,30.0
125,MEBENDAZOL 100MGX BLIST X 6 TAB,9.0,2.4,4.0,0.4,21.599999999999998,36.0
126,MELOXICAM 15 MG/1.5 ML AMP SELEC,15.0,2.76,7.0,0.6057142857142858,41.4,105.0
127,MELOXICAN 15MG CAJA X 30 TABS BLIST X 10 SELEC,5.0,3.37,6.0,0.4383333333333333,16.85,30.0
128,MENOESTROGEN CAJA X 30 CAPS  BLIST X 10 FARMALINE,1.0,9.2,16.0,0.42500000000000004,9.2,16.0
129,METFO+GLIB 850/5MG BLIST X 10 CAJA X 100 INFASA,7.0,5.84,10.0,0.41600000000000004,40.879999999999995,70.0
130,METFORMINA 500 MG  BLIST X 10 CAJA X 30 SELEC,2.0,4.77,8.33,0.4273709483793518,9.54,16.66
131,METOCARBAMOL AMP SELECT,4.0,3.97,8.0,0.5037499999999999,15.88,32.0
132,METRIZOL V OVULOS CAJA X 10 (METRO+NISTA),1.0,23.3,38.0,0.3868421052631579,23.3,38.0
133,METRONIDAZOL 125 MG SUSP 120 ML SELEC,3.0,7.4,13.0,0.43076923076923074,22.200000000000003,39.0
134,METRONIDAZOL 500 MG BLIST X 10 CAJA X 100  CAPLIN,12.0,2.66,5.0,0.46799999999999997,31.92,60.0
135,METRONIDAZOL 500 MGS X 10 OVULOS VAG CAPLIN,2.0,14.4,25.0,0.424,28.8,50.0
136,METRONIDAZOL+ NIST CAJA 5 OV CAPLIN,3.0,15.0,26.0,0.4230769230769231,45.0,78.0
137,MICONAZOL 2% CREMA 15 GRS CAPLIN,2.0,6.5,12.0,0.4583333333333333,13.0,24.0
138,MIGRAPTAN (CLONIXATO + ERGOTAMINA) BLISTER  X 10,1.0,1.205,2.0,0.39749999999999996,1.205,2.0
139,MUCOBROXOL 120 ML ,4.0,16.8,32.0,0.475,67.2,128.0
140,"NERVISEL 10,000 AMPOLLA SELEC PANAL",7.0,4.8,10.0,0.52,33.6,70.0
141,"NERVISEL 25,000  AMPOLLA PANAL SELECT ",9.0,6.84,12.0,0.43,61.56,108.0
142,"NERVISEL 25,000 KIT SELEC",4.0,9.1,17.0,0.4647058823529412,36.4,68.0
143,NERVISEL TABS BLIST X 10 CAJA X 30,6.0,5.7,10.0,0.43,34.2,60.0
144,OLMERSARTAN MEDOXOMIL 40 MGS BLIST X 10 AJA X 30 CAP,6.0,29.57,49.0,0.39653061224489794,177.42000000000002,294.0
145,PANTOPRAZOL 40 MG BLIST X 10 CAJA X 100 CAPLIN,6.0,8.42,15.0,0.43866666666666665,50.519999999999996,90.0
146,PIROXICAM 20 MG BLIST X 10 CAJA X 100  ,11.0,1.08,4.0,0.73,11.88,44.0
147,PIROXICAM AMPOLLA 40 MGS,14.0,1.56,4.0,0.61,21.84,56.0
148,PREDNISONA 5MG BLIST X 20 CAJA X 100  SELEC,5.0,5.12,10.0,0.488,25.6,50.0
149,PREGABALINA 150MGS CAJA X 10 TABS  CAPLIN,23.0,5.74,9.5,0.3957894736842105,132.02,218.5
150,PRENATALES BLISTRER X 10 CAJA X 100  TABS CAPLIN,0.0,0.0,0.0,,0.0,0.0
151,PROPANOLOL 40 MG CAJA X 100 BLIST X 10 CAPLIN,7.0,1.2,3.0,0.6,8.4,21.0
152,PROPOLDERMA SPRAY BUCAL 30 ML ,2.0,29.0,55.0,0.4727272727272727,58.0,110.0
153,RECOVER 1 LT CEREZA ,1.0,13.6,23.0,0.40869565217391307,13.6,23.0
154,RECOVER 1 LT COCO ,1.0,13.6,23.0,0.40869565217391307,13.6,23.0
155,RECOVER 1 LT MANZANA ,1.0,13.6,23.0,0.40869565217391307,13.6,23.0
156,RECOVER 1 LT MELOCOTON ,1.0,13.6,23.0,0.40869565217391307,13.6,23.0
157,RECOVER 500ML CEREZA,1.0,9.45,15.0,0.37000000000000005,9.45,15.0
158,RECOVER 500ML COCO,1.0,9.45,15.0,0.37000000000000005,9.45,15.0
159,RECOVER 500ML MANZANA,1.0,9.45,15.0,0.37000000000000005,9.45,15.0
160,RECOVER 500ML MELOCOTON,2.0,9.45,15.0,0.37000000000000005,18.9,30.0
161,RECOVER DIABETICO LITRO CEREZA,1.0,17.45,29.0,0.39827586206896554,17.45,29.0
162,RECOVER DIABETICO LITRO COCO,1.0,17.45,29.0,0.39827586206896554,17.45,29.0
163,RECOVER DIABETICO LITRO MANZANA,1.0,17.45,29.0,0.39827586206896554,17.45,29.0
164,RECOVER DIABETICO LITRO PIÑA,1.0,17.45,29.0,0.39827586206896554,17.45,29.0
165,RESTALER (LORATAD + BETA) CAJA X 10 TAB,17.0,2.0,6.0,0.6666666666666666,34.0,102.0
166,SALBUTAMOL 2MG 120 ML SELEC,1.0,5.75,11.0,0.4772727272727273,5.75,11.0
167,SEXTRON (SILDENAFIL) 100 MG X 1TAB,5.0,5.3,9.0,0.41111111111111115,26.5,45.0
168,SILDENALFIN 100 MG X4 TBS UMEDICA,16.0,7.23,17.0,0.5747058823529412,115.68,272.0
169,SIMETICONA 100MG/ML GTS. FCO 30ML SELECT,3.0,12.4,25.0,0.504,37.2,75.0
170,SIMETICONA 40MG MAST BLIST X 10 SELEC CAJA X 30,90.0,0.4,0.7,0.4285714285714285,36.0,62.99999999999999
171,SOLUTO VITAL 15 ML,2.0,18.0,30.0,0.4,36.0,60.0
172,SUERO EN POLVO CEREZA  1LT CAPLIN X 50,10.0,2.16,4.0,0.45999999999999996,21.6,40.0
173,SULFACETAMIDA 10% 15 ML GOT SLECT,1.0,12.3,20.0,0.38499999999999995,12.3,20.0
174,TADALALFIL 20 MG X 4 TAB BALAXI DISP X 10 CAJITAS BLIST X 4,8.0,2.46,9.0,0.7266666666666667,19.68,72.0
175,TAPE-C B X 2 CAPLIN,35.0,0.36,1.5,0.7600000000000001,12.6,52.5
176,THIORELAX (TIOCOLCHICÓSICO) 8 MG X 10 TABS,22.0,4.285,8.0,0.464375,94.27000000000001,176.0
177,TINIDAZOL 500 MG BLIST X 10 CAJA X 100 CAPLIN,9.0,3.12,6.0,0.48,28.080000000000002,54.0
178,TOALLITAS DE ALCOHOL X 200,225.0,0.078,0.25,0.688,17.55,56.25
179,TOSIFLEM JARABE 240 ML,4.0,21.0,37.0,0.43243243243243246,84.0,148.0
180,TOSSADIOS FCO CON  100 CARAMELOS,90.0,0.3,0.5,0.4,27.0,45.0
181,TRAMADOL 50MG CAJA X 100 BLIST X 10 CAPLIN,24.3,6.6,12.0,0.45,160.38,291.6
182,TRAMADOL AMPOLLA  2ML BANDEJA X 10 AMP ,9.0,3.86,9.0,0.5711111111111111,34.74,81.0
183,TRESBIOT 20 GRS CAPLIN,1.0,14.8,25.0,0.408,14.8,25.0
184,TRILOX 180 ML,4.0,11.6,20.0,0.42000000000000004,46.4,80.0
185,TRILOX 360 ML,3.0,16.8,28.0,0.39999999999999997,50.400000000000006,84.0
186,TRIMETOPRIM 120 ML SELEC (SULFABAC),4.0,9.85,16.0,0.384375,39.4,64.0
187,TRIMETOPRIM BLISTER X 10 TABS CAJA X 100  CAPLIN,20.0,3.36,6.0,0.44,67.2,120.0
188,UNIACT-V  JABON INTIMO FEMENINO 200 ML CAPLIN,2.0,26.4,43.0,0.386046511627907,52.8,86.0
189,UNICIL L-A 2.4 MEGA (PENI BENA) VIAL UNIPHARM,2.0,25.95,47.0,0.4478723404255319,51.9,94.0
190,UNIPEC 120 ML ,0.0,0.0,0.0,,0.0,0.0
191,VALSARTAN 80 MG CAJA X 30 TAB CAPLIN,4.0,18.0,35.0,0.4857142857142857,72.0,140.0
192,"VENDA ELASTICA 2"" X 5 ",3.0,2.7,6.0,0.5499999999999999,8.100000000000001,18.0
193,VENDA ELASTICA 3 X 5,2.0,3.9,8.0,0.5125,7.8,16.0
194,"VENDA ELASTICA 4"" X 5 ",2.0,5.4,11.0,0.509090909090909,10.8,22.0
195,VENDA ELASTICA 6 X 5 ,1.0,7.2,15.0,0.52,7.2,15.0
196,VENOTROPA X 30CAPS FARMALIN,3.0,9.7,16.0,0.39375000000000004,29.099999999999998,48.0
197,VIRIMAN PLUS (TADALAFIL 20 MG SELEC) CAJA X 1 TAB,6.0,4.45,8.0,0.44375,26.700000000000003,48.0
198,"VITAMINA C 500 MG MASTICABLE BLIST, X 10 CAJA X 100 ",4.0,5.4,10.0,0.45999999999999996,21.6,40.0
199,VITAMINA E 1000 UI BLIST X 10 CAJA X 60 GELC KURANTIS,8.0,12.6,26.0,0.5153846153846154,100.8,208.0
200,VITAMINA E 400 IU BLIS X 10 GEL CAPS CAJA X 60  KURANTIS,58.0,0.76,1.5,0.49333333333333335,44.08,87.0
201,ZIGNET PLUS CAJA X 10 TABS ,20.0,1.44,2.3,0.3739130434782608,28.799999999999997,46.0
